,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
10956,UHT-milk,bottled water,citrus fruit,curd,dessert,frozen meals,frozen vegetables,fruit/vegetable juice,grapes,napkins,other vegetables,pip fruit,root vegetables,specialty chocolate,tropical fruit,whipped/sour cream,whole milk,,,,,,,,,,,,,,,
10957,bottled beer,butter,canned beer,chocolate,citrus fruit,other vegetables,seasonal products,soda,waffles,,,,,,,,,,,,,,,,,,,,,,,
10958,bottled water,cream cheese,margarine,meat,other vegetables,packaged fruit/vegetables,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,
10959,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10960,fruit/vegetable juice,root vegetables,salt,salty snack,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,
10961,bottled beer,curd,other vegetables,tropical fruit,whipped/sour cream,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,
10962,bottled beer,brown bread,oil,soda,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,
10963,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10964,bottled beer,brown bread,grapes,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10965,candy,cream cheese,ham,processed cheese,tropical fruit,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,
10966,root vegetables,skin care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10967,canned beer,ice cream,misc. beverages,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
10968,bottled beer,bottled water,napkins,other vegetables,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,
10969,finished products,fruit/vegetable juice,other vegetables,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10970,dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10971,sparkling wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10972,dental care,oil,other vegetables,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10973,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10974,nut snack,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10975,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10976,UHT-milk,canned beer,dessert,light bulbs,soda,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,
10977,cream cheese,frankfurter,fruit/vegetable juice,kitchen towels,newspapers,rolls/buns,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,
10978,beverages,bottled water,cake bar,citrus fruit,pip fruit,sausage,sliced cheese,soda,sugar,yogurt,,,,,,,,,,,,,,,,,,,,,,
10979,citrus fruit,meat,other vegetables,root vegetables,salty snack,semi-finished bread,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,
10980,bottled beer,flower (seeds),margarine,pastry,sausage,soda,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,
10981,onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10982,abrasive cleaner,beef,bottled water,brown bread,canned vegetables,citrus fruit,dish cleaner,herbs,hygiene articles,onions,other vegetables,specialty cheese,whipped/sour cream,whole milk,yogurt,,,,,,,,,,,,,,,,,
10983,brown bread,butter,detergent,fruit/vegetable juice,other vegetables,pastry,pip fruit,whipped/sour cream,yogurt,,,,,,,,,,,,,,,,,,,,,,,
10984,cookware,domestic eggs,frozen vegetables,ham,hamburger meat,onions,other vegetables,processed cheese,rolls/buns,shopping bags,white bread,,,,,,,,,,,,,,,,,,,,,
10985,newspapers,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10986,bottled water,citrus fruit,curd,grapes,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,
10987,other vegetables,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10988,frozen fish,frozen meals,pork,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10989,bathroom cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10990,frozen potato products,grapes,ham,ice cream,oil,pudding powder,spread cheese,white bread,,,,,,,,,,,,,,,,,,,,,,,,
10991,bottled water,brandy,canned beer,coffee,grapes,pasta,soda,specialty cheese,white wine,,,,,,,,,,,,,,,,,,,,,,,
10992,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10993,bottled water,citrus fruit,photo/film,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10994,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10995,dessert,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10996,citrus fruit,long life bakery product,pip fruit,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10997,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10998,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10999,bottled beer,root vegetables,sliced cheese,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000,other vegetables,pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11001,UHT-milk,fruit/vegetable juice,turkey,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11002,candy,other vegetables,shopping bags,soda,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,
11003,canned beer,coffee,light bulbs,margarine,napkins,oil,other vegetables,pasta,sausage,shopping bags,syrup,,,,,,,,,,,,,,,,,,,,,
11004,bottled water,brown bread,canned beer,canned fish,liquor (appetizer),meat,other vegetables,sausage,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
11005,bottled water,canned beer,coffee,dessert,flour,fruit/vegetable juice,other vegetables,pork,rice,roll products,salty snack,soda,tropical fruit,yogurt,,,,,,,,,,,,,,,,,,
11006,brown bread,citrus fruit,mayonnaise,pip fruit,sausage,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
11007,chocolate,grapes,light bulbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11008,grapes,light bulbs,pastry,salty snack,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
11009,bottled water,ketchup,male cosmetics,other vegetables,processed cheese,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,
11010,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11011,bottled water,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11012,hygiene articles,potted plants,prosecco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11013,UHT-milk,dish cleaner,napkins,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11014,bottled water,candy,chewing gum,soda,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
11015,canned beer,canned fish,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11016,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11017,beef,bottled beer,butter milk,chocolate,cream cheese,fruit/vegetable juice,other vegetables,whipped/sour cream,white bread,yogurt,,,,,,,,,,,,,,,,,,,,,,
11018,bottled water,pasta,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11019,beef,butter,flour,other vegetables,rolls/buns,root vegetables,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,
11020,rolls/buns,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11021,berries,bottled beer,roll products,root vegetables,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,
11022,hamburger meat,hygiene articles,oil,pickled vegetables,rolls/buns,sausage,softener,whole milk,,,,,,,,,,,,,,,,,,,,,,,,
11023,beef,chicken,curd,pork,whipped/sour cream,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,
11024,chewing gum,citrus fruit,cream cheese,frozen vegetables,fruit/vegetable juice,pastry,processed cheese,rolls/buns,sausage,whole milk,,,,,,,,,,,,,,,,,,,,,,
11025,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11026,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11027,canned beer,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11028,UHT-milk,rolls/buns,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11029,newspapers,red/blush wine,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11030,coffee,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11031,brown bread,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11032,citrus fruit,cream cheese,curd,domestic eggs,flour,hard cheese,margarine,oil,other vegetables,rice,root vegetables,sugar,whipped/sour cream,whole milk,yogurt,,,,,,,,,,,,,,,,,
11033,brown bread,citrus fruit,grapes,pastry,tropical fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,
11034,brown bread,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11035,UHT-milk,frozen vegetables,fruit/vegetable juice,kitchen towels,margarine,oil,other vegetables,tropical fruit,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,
11036,baking powder,bottled water,butter,frankfurter,frozen vegetables,long life bakery product,misc. beverages,newspapers,rolls/buns,sugar,tropical fruit,whipped/sour cream,,,,,,,,,,,,,,,,,,,,
11037,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11038,bottled beer,chewing gum,ham,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11039,bottled water,curd,other vegetables,pickled vegetables,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,
11040,butter milk,curd,sausage,whipped/sour cream,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,
11041,canned beer,margarine,newspapers,pork,soda,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,citrus fruit,cookware,soda,whipped/sour cream,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,
11043,domestic eggs,hygiene articles,pastry,tropical fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,
11044,cream cheese,other vegetables,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11045,chocolate,long life bakery product,pork,soda,sugar,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,
11046,baking powder,bottled beer,candy,chicken,chocolate,frozen fish,margarine,other vegetables,pip fruit,pork,rolls/buns,soda,tidbits,waffles,white wine,whole milk,,,,,,,,,,,,,,,,
11047,potted plants,rolls/buns,root vegetables,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,
11048,baby cosmetics,cake bar,citrus fruit,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11049,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11050,beef,cat food,ice cream,tropical fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,
11051,beef,beverages,butter,candles,chicken,citrus fruit,cream cheese,curd,domestic eggs,flour,frankfurter,ham,hard cheese,hygiene articles,liver loaf,margarine,mayonnaise,other vegetables,pasta,roll products,rolls/buns,root vegetables,sausage,skin care,soft cheese,soups,specialty fat,sugar,tropical fruit,whipped/sour cream,whole milk,yogurt
11052,coffee,frankfurter,hygiene articles,other vegetables,pastry,pip fruit,rolls/buns,soda,spread cheese,waffles,white bread,yogurt,,,,,,,,,,,,,,,,,,,,
11053,beef,bottled beer,bottled water,brown bread,canned beer,hamburger meat,other vegetables,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,
11054,brown bread,butter,butter milk,curd,dessert,domestic eggs,ham,hamburger meat,hygiene articles,other vegetables,pip fruit,pork,roll products,whipped/sour cream,whole milk,,,,,,,,,,,,,,,,,
11055,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11056,baking powder,cat food,other vegetables,pork,root vegetables,salty snack,shopping bags,specialty fat,sugar,waffles,,,,,,,,,,,,,,,,,,,,,,
11057,bathroom cleaner,bottled beer,bottled water,condensed milk,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,
11058,bottled beer,chicken,newspapers,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11059,butter,cat food,domestic eggs,meat,sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,
11060,bottled beer,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11061,chicken,domestic eggs,grapes,other vegetables,pastry,pork,rolls/buns,soda,specialty bar,,,,,,,,,,,,,,,,,,,,,,,
11062,cereals,finished products,margarine,other vegetables,salty snack,soda,whipped/sour cream,whole milk,,,,,,,,,,,,,,,,,,,,,,,,
11063,abrasive cleaner,beef,berries,cat food,citrus fruit,cleaner,cream cheese,detergent,dish cleaner,hygiene articles,oil,other vegetables,pork,root vegetables,shopping bags,specialty chocolate,vinegar,whole milk,yogurt,,,,,,,,,,,,,
11064,frozen potato products,root vegetables,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11065,domestic eggs,seasonal products,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11066,domestic eggs,seasonal products,shopping bags,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11068,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11069,bottled water,canned beer,fruit/vegetable juice,other vegetables,rolls/buns,shopping bags,whisky,,,,,,,,,,,,,,,,,,,,,,,,,
11070,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11071,brown bread,butter,coffee,frozen dessert,frozen vegetables,meat,pastry,pork,sausage,whipped/sour cream,white bread,whole milk,,,,,,,,,,,,,,,,,,,,
11072,canned beer,mayonnaise,rolls/buns,sausage,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
11073,domestic eggs,sliced cheese,tropical fruit,zwieback,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11074,beef,butter,cookware,dog food,frankfurter,long life bakery product,newspapers,pip fruit,tropical fruit,yogurt,,,,,,,,,,,,,,,,,,,,,,
11075,frozen potato products,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11076,frankfurter,packaged fruit/vegetables,sausage,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11077,frankfurter,other vegetables,zwieback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11078,beverages,brown bread,cat food,chicken,dessert,herbs,other vegetables,pip fruit,root vegetables,shopping bags,tropical fruit,whipped/sour cream,yogurt,,,,,,,,,,,,,,,,,,,
11079,dishes,flower (seeds),napkins,other vegetables,pip fruit,tropical fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,
11080,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11081,citrus fruit,coffee,grapes,pastry,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
11082,beverages,brandy,cookware,curd,hamburger meat,male cosmetics,pip fruit,shopping bags,whole milk,,,,,,,,,,,,,,,,,,,,,,,
11083,berries,chicken,frozen vegetables,mayonnaise,newspapers,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,
11084,pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11085,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11086,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11087,Instant food products,coffee,house keeping products,margarine,pastry,popcorn,processed cheese,sausage,tropical fruit,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,
11088,bottled water,frozen potato products,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11089,baking powder,bottled water,candy,canned beer,cat food,curd cheese,domestic eggs,frankfurter,margarine,napkins,whipped/sour cream,whole milk,,,,,,,,,,,,,,,,,,,,
11090,baking powder,bottled water,butter,candy,coffee,fruit/vegetable juice,jam,long life bakery product,napkins,other vegetables,processed cheese,root vegetables,salty snack,sausage,soda,sugar,whipped/sour cream,whole milk,,,,,,,,,,,,,,
11091,dessert,fruit/vegetable juice,sweet spreads,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11092,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11093,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11094,brown bread,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11095,citrus fruit,coffee,tropical fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11096,softener,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11097,beef,butter,butter milk,candy,fruit/vegetable juice,hamburger meat,oil,onions,other vegetables,pork,rolls/buns,root vegetables,tropical fruit,turkey,waffles,whole milk,yogurt,,,,,,,,,,,,,,,
11098,soda,softener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11099,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11100,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11101,other vegetables,sausage,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11102,canned vegetables,cleaner,curd,pork,rolls/buns,root vegetables,soda,whipped/sour cream,white bread,whole milk,,,,,,,,,,,,,,,,,,,,,,
11103,Instant food products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11104,bottled water,frankfurter,fruit/vegetable juice,pastry,sausage,soda,sugar,tropical fruit,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,
11105,dental care,newspapers,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11106,chicken,hamburger meat,other vegetables,rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
11107,beef,candy,domestic eggs,flour,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
11108,UHT-milk,bottled water,canned beer,chewing gum,dessert,shopping bags,soda,softener,,,,,,,,,,,,,,,,,,,,,,,,
11109,canned beer,citrus fruit,domestic eggs,margarine,other vegetables,pork,,,,,,,,,,,,,,,,,,,,,,,,,,
11110,baking powder,curd,flour,newspapers,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,
11111,chicken,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11112,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11113,brown bread,frankfurter,ham,margarine,onions,rolls/buns,root vegetables,white bread,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,
11114,bottled beer,frankfurter,mustard,pastry,rolls/buns,root vegetables,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
11115,chocolate,liver loaf,pet care,root vegetables,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,
11116,napkins,onions,other vegetables,pork,root vegetables,shopping bags,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,
11117,UHT-milk,chocolate,dental care,dishes,frankfurter,liver loaf,pasta,turkey,waffles,,,,,,,,,,,,,,,,,,,,,,,
11118,butter,citrus fruit,dishes,flower (seeds),newspapers,other vegetables,pork,root vegetables,soda,whole milk,,,,,,,,,,,,,,,,,,,,,,
11119,butter,ice cream,newspapers,onions,other vegetables,pork,root vegetables,semi-finished bread,sliced cheese,soda,soft cheese,tropical fruit,whipped/sour cream,whole milk,,,,,,,,,,,,,,,,,,
11120,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11121,bottled beer,margarine,rolls/buns,root vegetables,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
11122,beverages,chocolate,fruit/vegetable juice,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11123,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11124,frozen vegetables,specialty chocolate,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11125,beef,curd,pastry,pork,rolls/buns,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,
11126,coffee,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11127,rolls/buns,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11128,cat food,citrus fruit,flour,hard cheese,other vegetables,rolls/buns,specialty cheese,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,
11129,brown bread,citrus fruit,pasta,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11130,chocolate,newspapers,shopping bags,soda,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
11131,cream cheese,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11132,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11133,chicken,coffee,shopping bags,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11134,frozen fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11135,chicken,meat,other vegetables,root vegetables,salt,salty snack,sausage,whole milk,,,,,,,,,,,,,,,,,,,,,,,,
11136,beef,berries,other vegetables,shopping bags,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,
11137,baking powder,bottled beer,canned vegetables,female sanitary products,frozen meals,ham,hard cheese,rice,rolls/buns,soups,whole milk,,,,,,,,,,,,,,,,,,,,,
11138,bottled beer,bottled water,butter,chicken,hard cheese,onions,packaged fruit/vegetables,pork,root vegetables,salt,,,,,,,,,,,,,,,,,,,,,,
11139,butter,herbs,hygiene articles,margarine,misc. beverages,other vegetables,shopping bags,white bread,whole milk,,,,,,,,,,,,,,,,,,,,,,,
11140,grapes,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11141,chewing gum,chocolate,pip fruit,tropical fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,
11142,berries,canned beer,domestic eggs,frankfurter,ketchup,margarine,meat,misc. beverages,other vegetables,salty snack,tropical fruit,whipped/sour cream,whole milk,,,,,,,,,,,,,,,,,,,
11143,chocolate,onions,other vegetables,rolls/buns,salt,shopping bags,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,
11144,berries,canned vegetables,citrus fruit,domestic eggs,newspapers,organic sausage,rolls/buns,salty snack,sausage,whipped/sour cream,yogurt,,,,,,,,,,,,,,,,,,,,,
11145,canned beer,citrus fruit,newspapers,other vegetables,pastry,rolls/buns,soft cheese,,,,,,,,,,,,,,,,,,,,,,,,,
11146,canned beer,detergent,hamburger meat,hygiene articles,pastry,shopping bags,soda,softener,,,,,,,,,,,,,,,,,,,,,,,,
11147,cleaner,coffee,flour,frankfurter,frozen dessert,frozen meals,other vegetables,root vegetables,shopping bags,sliced cheese,sugar,whipped/sour cream,whole milk,,,,,,,,,,,,,,,,,,,
11148,pork,sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11149,other vegetables,root vegetables,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11150,dish cleaner,newspapers,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11151,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11152,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11153,chewing gum,kitchen towels,other vegetables,pip fruit,root vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,
11154,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11155,red/blush wine,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11156,onions,pet care,specialty bar,vinegar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11157,berries,brown bread,domestic eggs,frankfurter,other vegetables,pastry,rolls/buns,shopping bags,soft cheese,whole milk,,,,,,,,,,,,,,,,,,,,,,
11158,beef,berries,brown bread,detergent,meat,other vegetables,pip fruit,sugar,tropical fruit,white bread,whole milk,,,,,,,,,,,,,,,,,,,,,
11159,bottled beer,candles,canned fish,hygiene articles,soda,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,
11160,dessert,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11161,baking powder,hamburger meat,sweet spreads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11162,chewing gum,dishes,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11163,bottled beer,bottled water,fruit/vegetable juice,prosecco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11164,beverages,chocolate marshmallow,long life bakery product,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11165,bottled beer,bottled water,coffee,frozen meals,fruit/vegetable juice,salty snack,sugar,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,
11166,butter milk,citrus fruit,dessert,detergent,dish cleaner,domestic eggs,flour,grapes,ketchup,oil,other vegetables,pip fruit,sugar,yogurt,,,,,,,,,,,,,,,,,,
11167,bottled water,cat food,dish cleaner,hard cheese,rolls/buns,tropical fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,
11168,cat food,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11169,beverages,pastry,soda,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11170,fruit/vegetable juice,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11171,salty snack,sausage,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11172,brown bread,butter,cream cheese,domestic eggs,fruit/vegetable juice,jam,misc. beverages,napkins,potted plants,root vegetables,soft cheese,whipped/sour cream,whole milk,yogurt,,,,,,,,,,,,,,,,,,
11173,berries,butter milk,newspapers,other vegetables,soda,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,
11174,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11175,abrasive cleaner,bottled beer,light bulbs,pip fruit,root vegetables,sausage,,,,,,,,,,,,,,,,,,,,,,,,,,
11176,beverages,bottled water,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11177,chicken,roll products,root vegetables,shopping bags,vinegar,,,,,,,,,,,,,,,,,,,,,,,,,,,
11178,chocolate,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11179,canned vegetables,dog food,hard cheese,rolls/buns,sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,
11180,brown bread,citrus fruit,dishes,ham,hamburger meat,onions,other vegetables,red/blush wine,root vegetables,shopping bags,soda,sugar,white bread,whole milk,,,,,,,,,,,,,,,,,,
11181,brown bread,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11182,bottled water,dishes,onions,root vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,
11183,citrus fruit,frozen potato products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11184,butter,butter milk,chicken,chocolate,chocolate marshmallow,dessert,detergent,frankfurter,hygiene articles,ice cream,margarine,napkins,oil,pastry,potted plants,salty snack,soda,,,,,,,,,,,,,,,
11185,ice cream,salty snack,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
